gender,height,weight,bmi_category,bmi,age,meals_per_day,exercise_level,bmr,carbs,proteins,fats,calories,fdc_id,food,fiber,protein,fat
0.0,181.0,80.0,Normal,24.41927902078691,22,3,0,1865.0,279.75,111.9,74.6,2238.0,334355,"TDF, Sweet And Sour Pork, Chinese restaurant (VA2,WV) - NFY0903L3",0.5,0.0,0.0
1.0,158.0,127.0,Extreme Obesity,50.87325749078673,45,2,0,1802.5,270.375,108.15,72.1,2163.0,334648,"TDF, Pupusas, Bean, flat stuffed corn biscuit (TX-HA,NV) - NFY0901XA",5.7,0.0,0.0
0.0,188.0,99.0,Overweight,28.010411951109106,18,2,0,1653.75,248.062,99.225,66.15,1984.498,2264553,"grapes, green, seedless, fresh, raw",0.0,0.0,0.16
1.0,145.0,142.0,Extreme Obesity,67.53864447086801,18,2,1,1367.75,235.082,94.033,62.689,1880.661,335805,"Beans, Dry, Black, 11F-8129 (0% moisture)",4.5,24.6,0.96
1.0,161.0,115.0,Extreme Obesity,44.36557231588287,22,2,1,1756.25,301.855,120.742,80.495,2414.843,321611,"Beans, snap, green, canned, regular pack, drained solids",0.0,1.04,0.39
1.0,198.0,109.0,Overweight,27.803285379042958,28,2,0,1319.0,197.85,79.14,52.76,1582.8,335666,"Beans, Dry, Pinto, 733 (0% moisture)",3.5,19.8,1.23
1.0,147.0,142.0,Extreme Obesity,65.71336017400158,22,2,0,1357.75,203.662,81.465,54.31,1629.298,2685572,"Cabbage, bok choy, raw",1.259,1.02375,0.2338
1.0,154.0,112.0,Extreme Obesity,47.22550177095632,21,3,0,1664.0,249.6,99.84,66.56,1996.8,2645921,"beans, chick peas/garbanzos, canned, sodium added",0.0,0.0,2.98
0.0,178.0,65.0,Normal,20.515086478979924,21,3,0,1165.25,174.788,69.915,46.61,1398.302,332657,"Olives, green, stuffed with pimentos - NFY1213OJ",3.6,0.0,0.0
1.0,195.0,153.0,Extreme Obesity,40.23668639053255,30,3,0,1673.75,251.062,100.425,66.95,2008.498,335940,"Beans, Dry, Great Northern, 11F-8194 (0% moisture)",4.1,23.4,1.14
0.0,167.0,79.0,Overweight,28.326580372189756,22,2,0,1529.0,229.35,91.74,61.16,1834.8,335413,"Beans, Dry, Navy, 312 (0% moisture)",4.2,21.9,1.49
1.0,183.0,131.0,Obesity,39.117322105766064,20,2,0,1506.25,225.938,90.375,60.25,1807.502,2259387,"peppers, bell, yellow, raw",0.0,0.0,0.14
0.0,164.0,142.0,Extreme Obesity,52.79595478881619,23,3,0,1374.0,206.1,82.44,54.96,1648.8,330144,"Proximates, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO,CT) - NFY120OO0",0.0,7.95,0.2
1.0,167.0,64.0,Normal,22.948115744558788,75,3,1,1475.0,253.516,101.406,67.604,2028.124,336022,"Beans, Dry, Great Northern, 742 (0% moisture)",4.3,24.1,1.26
0.0,151.0,55.0,Normal,24.121749046094468,22,4,0,1625.25,243.788,97.515,65.01,1950.302,331404,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (FL1,MO1,NY1) - 14B-02-04-TotalFat",0.0,0.0,47.6
0.0,147.0,107.0,Extreme Obesity,49.5164052015364,22,2,0,1260.25,189.038,75.615,50.41,1512.302,335483,"Beans, Dry, Pinto, 11F-8032 (0% moisture)",4.1,22.0,1.12
0.0,155.0,115.0,Extreme Obesity,47.86680541103017,30,3,0,1710.25,256.537,102.615,68.41,2052.298,327046,"Kiwifruit, green, raw",3.0,1.06,0.44
0.0,172.0,108.0,Obesity,36.50621957815036,26,2,1,1155.25,198.559,79.423,52.949,1588.469,330837,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, raw (CT1) ",0.0,17.4,0.0
1.0,146.0,85.0,Obesity,39.87614937136424,20,2,4,1187.75,282.091,112.836,75.224,2256.724,2515375,"Nuts, hazelnuts or filberts, raw",8.41,13.4938,53.49
0.0,188.0,115.0,Obesity,32.537347215934815,22,2,0,1469.0,220.35,88.14,58.76,1762.8,335753,"Beans, Dry, Small Red, 670 (0% moisture)",4.0,23.0,1.16
1.0,173.0,111.0,Obesity,37.08777439941194,28,3,0,1647.75,247.162,98.865,65.91,1977.298,327033,"Kiwi, Pass 2, Region 4, n/a, Yes, Proximates - NFY010BZU",0.0,0.0,0.25
0.0,160.0,109.0,Extreme Obesity,42.57812499999999,21,2,1,1762.5,302.93,121.172,80.781,2423.437,323225,"Almonds, dry roasted, salted - NFY1213IK",11.0,0.0,0.0
1.0,187.0,80.0,Normal,22.877405702193368,20,3,0,1196.5,179.475,71.79,47.86,1435.8,325588,"ITALIAN PORK SAUSAGE, GREAT VALUE, COOKED",0.0,0.0,28.7
1.0,198.0,136.0,Obesity,34.690337720640755,40,3,0,1526.5,228.975,91.59,61.06,1831.8,335938,"Beans, Dry, Great Northern, 11F-8141 (0% moisture)",4.3,26.6,1.31
0.0,179.0,150.0,Extreme Obesity,46.81501825785712,24,2,0,1124.0,168.6,67.44,44.96,1348.8,331091,"Fat, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (National) - 14B-05-01-TotalFat",0.0,0.0,5.48
0.0,164.0,59.0,Normal,21.936347412254616,40,3,0,1397.5,209.625,83.85,55.9,1677.0,332485,"Pears, Bartlett, Region 3, n/a, Yes, Proximates - NFY00009Y",0.0,0.0,0.3
0.0,146.0,147.0,Extreme Obesity,68.96228185400639,23,3,0,1872.5,280.875,112.35,74.9,2247.0,335508,"Beans, Dry, Pinto, 743 (0% moisture)",4.0,21.8,1.18
0.0,198.0,50.0,Extremely Weak,12.753800632588511,49,3,0,1632.75,244.912,97.965,65.31,1959.298,324264,"Proximates, Onion rings, frozen, Store brand/other (CO,IN) - NFY12069Z",0.0,0.0,13.9
0.0,170.0,53.0,Weak,18.339100346020764,19,2,0,1763.75,264.562,105.825,70.55,2116.498,332784,"Olives, Green Manzanilla - PA, NJ",0.0,0.0,12.6
1.0,152.0,98.0,Extreme Obesity,42.41689750692521,24,3,0,1387.75,208.162,83.265,55.51,1665.298,327033,"Kiwi, Pass 2, Region 4, n/a, Yes, Proximates - NFY010BZU",0.0,0.0,0.25
0.0,150.0,153.0,Extreme Obesity,68.0,22,4,0,1170.25,175.538,70.215,46.81,1404.302,335610,"Beans, Dry, Pinto, 820 (0% moisture)",4.1,24.7,0.9
0.0,184.0,121.0,Obesity,35.73960302457467,30,3,0,1437.5,215.625,86.25,57.5,1725.0,335283,"Beans, Dry, Pink, 732 (0% moisture)",4.0,23.1,1.39
0.0,141.0,136.0,Extreme Obesity,68.40702177958856,28,2,0,1673.75,251.062,100.425,66.95,2008.498,334936,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 17, select",0.0,23.8,3.5
1.0,150.0,95.0,Extreme Obesity,42.22222222222222,16,2,1,1390.25,238.949,95.58,63.72,1911.596,2346394,"Nuts, walnuts, English, halves, raw",5.21,14.5644,69.74
1.0,173.0,131.0,Extreme Obesity,43.77025627317986,29,3,0,1422.5,213.375,85.35,56.9,1707.0,334950,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 23, select",0.0,23.2,4.23
0.0,0.0,0.0,0,0.0,30,4,0,1975.0,296.25,118.5,79.0,2370.0,335326,"Beans, Dry, Navy, 586 (0% moisture)",4.4,25.2,1.51
0.0,0.0,0.0,0,0.0,37,3,0,1612.75,241.912,96.765,64.51,1935.298,2747675,"Watermelon, seedless, flesh only, raw",0.0,0.87125,0.0
0.0,0.0,0.0,0,0.0,22,2,0,1380.25,207.038,82.815,55.21,1656.302,330542,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (FL1,MO1,NY1)",0.0,0.0,12.1
0.0,0.0,0.0,0,0.0,25,3,2,1662.5,322.109,128.844,85.896,2576.876,335272,"Beans, Dry, Pink, 430 (0% moisture)",3.8,24.5,0.94
0.0,0.0,0.0,0,0.0,24,3,0,2105.0,315.75,126.3,84.2,2526.0,335355,"Beans, Dry, Navy, 476 (0% moisture)",4.2,25.7,1.53
0.0,0.0,0.0,0,0.0,23,3,3,1324.0,285.488,114.195,76.13,2283.902,331457,"Fat, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-TotalFat",0.0,0.0,8.6
0.0,0.0,0.0,0,0.0,23,2,0,1492.75,223.912,89.565,59.71,1791.298,325201,"Grapefruit juice, white, shelf stable - NFY1213V5",0.0,0.0,0.86
0.0,0.0,0.0,0,0.0,19,2,1,1670.0,287.031,114.812,76.542,2296.25,331696,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CA2,NC1) - 14B-06-02-TotalFat",0.0,0.0,6.19
0.0,0.0,0.0,0,0.0,22,2,0,1565.0,234.75,93.9,62.6,1878.0,333950,"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - NFY090S6Z",0.0,0.0,0.83
0.0,0.0,0.0,0,0.0,24,3,0,1325.0,198.75,79.5,53.0,1590.0,335660,"Beans, Dry, Pinto, 708 (0% moisture)",4.1,25.5,1.26
0.0,0.0,0.0,0,0.0,21,2,0,1441.25,216.188,86.475,57.65,1729.502,335314,"Beans, Dry, Navy, 11F-8107 (0% moisture)",4.1,24.4,1.13
0.0,0.0,0.0,0,0.0,24,3,0,2056.25,308.438,123.375,82.25,2467.502,335794,"Beans, Dry, Black, 11F-8013 (0% moisture)",4.5,26.0,1.11
0.0,0.0,0.0,0,0.0,41,3,0,1665.25,249.788,99.915,66.61,1998.302,335308,"Beans, Dry, Navy, 11F-8162 (0% moisture)",4.3,23.0,1.08
0.0,0.0,0.0,0,0.0,35,3,0,1321.5,198.225,79.29,52.86,1585.8,2515257,"Beef, ground, grass-fed, 80% lean, 20% fat, raw",0.0,0.0,15.37
0.0,0.0,0.0,0,0.0,25,3,0,2060.0,309.0,123.6,82.4,2472.0,335534,"Beans, Dry, Pinto, 717 (0% moisture)",4.0,23.9,1.27
0.0,0.0,0.0,0,0.0,28,3,0,1395.0,209.25,83.7,55.8,1674.0,335334,"Beans, Dry, Navy, 576 (0% moisture)",4.4,24.3,1.54
0.0,0.0,0.0,0,0.0,28,2,1,1207.75,207.582,83.033,55.355,1660.655,335658,"Beans, Dry, Pinto, 643 (0% moisture)",4.0,22.6,1.16
0.0,0.0,0.0,0,0.0,21,2,2,1122.75,217.533,87.013,58.009,1740.265,2004400,"Flour, Semolina, Coarse",4.04,0.0,0.0
0.0,0.0,0.0,0,0.0,23,3,3,1161.5,250.448,100.179,66.786,2003.582,335563,"Beans, Dry, Pinto, 510 (0% moisture)",4.0,25.6,1.19
0.0,0.0,0.0,0,0.0,51,2,0,1334.0,200.1,80.04,53.36,1600.8,2712573,"Chia seeds, whole, dry, raw",0.0,0.0,32.54
0.0,0.0,0.0,0,0.0,29,3,0,1650.0,247.5,99.0,66.0,1980.0,335637,"Beans, Dry, Pinto, 353 (0% moisture)",3.9,22.0,1.45
0.0,0.0,0.0,0,0.0,50,2,1,1435.0,246.641,98.656,65.771,1973.127,335506,"Beans, Dry, Pinto, 761 (0% moisture)",4.5,27.6,1.13
0.0,0.0,0.0,0,0.0,25,2,0,1254.0,188.1,75.24,50.16,1504.8,335975,"Beans, Dry, Great Northern, 423 (0% moisture)",4.2,23.2,1.12
0.0,0.0,0.0,0,0.0,23,3,0,1595.25,239.288,95.715,63.81,1914.302,335483,"Beans, Dry, Pinto, 11F-8032 (0% moisture)",4.1,22.0,1.12
0.0,0.0,0.0,0,0.0,28,3,0,1294.0,194.1,77.64,51.76,1552.8,328548,"Proximates, Cheese, cheddar, mild, block/chunk, store brand, SHOPRITE   (NC,NJ,TX) - NFY120WXO",0.0,0.0,33.6
0.0,0.0,0.0,0,0.0,24,3,0,1371.5,205.725,82.29,54.86,1645.8,335798,"Beans, Dry, Black, 11F-8023 (0% moisture)",4.3,23.1,1.32
0.0,0.0,0.0,0,0.0,21,2,2,1325.25,256.767,102.707,68.471,2054.135,328687,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (AL,IN) - NFY120BNL",0.0,0.0,2.2
0.0,0.0,0.0,0,0.0,22,4,0,1476.5,221.475,88.59,59.06,1771.8,325005,"Proximates, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU4",0.0,0.0,22.3
0.0,0.0,0.0,0,0.0,22,4,0,1629.0,244.35,97.74,65.16,1954.8,335442,"Beans, Dry, Tan (0% moisture)",4.4,26.8,1.14
0.0,0.0,0.0,0,0.0,25,3,0,1324.0,198.6,79.44,52.96,1588.8,335271,"Beans, Dry, Pink, 779 (0% moisture)",4.2,22.1,1.64
0.0,0.0,0.0,0,0.0,24,2,0,1638.75,245.812,98.325,65.55,1966.498,335946,"Beans, Dry, Great Northern, 11F-8113 (0% moisture)",4.6,24.6,1.24
0.0,0.0,0.0,0,0.0,18,4,0,1736.25,260.438,104.175,69.45,2083.502,335928,"Beans, Dry, Red, 345 (0% moisture)",4.1,21.3,1.19
0.0,0.0,0.0,0,0.0,45,3,0,1100.25,165.038,66.015,44.01,1320.302,335322,"Beans, Dry, Navy, 613 (0% moisture)",4.7,25.5,1.47
0.0,0.0,0.0,0,0.0,22,2,1,1546.25,265.762,106.305,70.87,2126.098,2515218,"Beef, ground, grass-fed, 90% lean, 10% fat, raw",0.0,0.0,10.95
0.0,0.0,0.0,0,0.0,22,3,0,1513.75,227.062,90.825,60.55,1816.498,323466,Kale - NFY1212DX,4.0,0.0,0.0
0.0,0.0,0.0,0,0.0,21,3,4,1805.0,428.688,171.475,114.317,3429.505,330949,"Fat, Chicken, skin, braised, from drumsticks and thighs, non-enhanced (National) - 14B-03-01-TotalFat",0.0,0.0,45.2
0.0,0.0,0.0,0,0.0,29,4,0,1920.0,288.0,115.2,76.8,2304.0,336000,"Beans, Dry, Great Northern, 789 (0% moisture)",4.2,24.0,1.1
0.0,0.0,0.0,0,0.0,23,3,0,1315.25,197.288,78.915,52.61,1578.302,321663,"Broccoli, Region 1, n/a, Yes, Fiber - NFY01047T",2.0,0.0,0.0
0.0,0.0,0.0,0,0.0,44,4,0,1195.25,179.288,71.715,47.81,1434.302,324482,"TDF, Pickles, kosher dill, spears, store brand, GREAT VALUE & GREAT VALUE (AL1,OK1) - NFY120HQF",0.9,0.0,0.0
0.0,0.0,0.0,0,0.0,23,3,0,1760.0,264.0,105.6,70.4,2112.0,330640,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (CO1)",0.0,29.0,0.0
0.0,0.0,0.0,0,0.0,23,3,0,1154.0,173.1,69.24,46.16,1384.8,331750,"Fat, Chicken, dark meat, lean only, drumstick, braised, enhanced (OK1,MI1) - 14B-06-06-TotalFat",0.0,0.0,6.33
0.0,0.0,0.0,0,0.0,53,3,0,1302.5,195.375,78.15,52.1,1563.0,335360,"Beans, Dry, Navy, 568 (0% moisture)",4.4,24.6,1.46
0.0,0.0,0.0,0,0.0,20,3,0,1346.25,201.938,80.775,53.85,1615.502,335010,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 7, upperchoice",0.0,27.9,8.75
0.0,0.0,0.0,0,0.0,23,3,0,1550.0,232.5,93.0,62.0,1860.0,335801,"Beans, Dry, Black, 11F-8150 (0% moisture)",4.4,24.4,1.12
0.0,0.0,0.0,0,0.0,22,3,0,2070.0,310.5,124.2,82.8,2484.0,327864,"Romaine Lettuce, Region 2, n/a, Yes - Fiber - NFY0101RC",1.8,0.0,0.0
0.0,0.0,0.0,0,0.0,21,3,0,1600.0,240.0,96.0,64.0,1920.0,332323,"Lunchmeat, ham - NFY1210P3",0.0,0.0,3.99
0.0,0.0,0.0,0,0.0,24,3,0,1865.0,279.75,111.9,74.6,2238.0,333022,"Proximates, Tomatoes, diced, canned, HUNTS (AL, CA1) - NFY120ALO",0.0,0.0,0.49
0.0,0.0,0.0,0,0.0,35,4,0,1630.0,244.5,97.8,65.2,1956.0,335502,"Beans, Dry, Pinto, 11F-8102 (0% moisture)",4.4,22.6,1.26
0.0,0.0,0.0,0,0.0,21,2,0,1588.75,238.312,95.325,63.55,1906.498,747429,"Cheese, American, restaurant",0.0,17.5,31.1
0.0,0.0,0.0,0,0.0,26,2,0,1598.75,239.812,95.925,63.95,1918.498,2747664,"Radicchio, raw",2.114,1.30875,0.1431
0.0,0.0,0.0,0,0.0,44,3,1,1087.75,186.957,74.783,49.855,1495.655,790646,"Onions, yellow, raw",1.9,0.83,0.05
0.0,0.0,0.0,0,0.0,47,2,0,1302.75,195.412,78.165,52.11,1563.298,2714136,"Pear, Anjou, green, with skin, seeded, core removed, raw",2.61,0.0,0.0
0.0,0.0,0.0,0,0.0,22,2,1,1289.0,221.547,88.619,59.079,1772.375,324743,"Proximates, Peanut butter, creamy, JIF (AL,CA1) - NFY120C96",0.0,0.0,52.2
0.0,0.0,0.0,0,0.0,22,2,0,1800.0,270.0,108.0,72.0,2160.0,328633,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2C",0.0,0.0,33.6
0.0,0.0,0.0,0,0.0,36,3,0,1027.75,154.162,61.665,41.11,1233.298,335331,"Beans, Dry, Navy, 299 (0% moisture)",4.4,25.4,1.55
0.0,0.0,0.0,0,0.0,22,4,3,1626.25,350.66,140.264,93.509,2805.277,335649,"Beans, Dry, Pinto, 512 (0% moisture)",4.2,25.7,1.37
0.0,0.0,0.0,0,0.0,26,3,0,1535.0,230.25,92.1,61.4,1842.0,332281,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA2) - NFY0904Z9",0.0,0.0,0.65
0.0,0.0,0.0,0,0.0,15,3,4,1420.0,337.25,134.9,89.933,2697.997,333416,"Proximates, Pollock, raw (MI) - NFY060DP7",0.0,0.0,0.37
0.0,0.0,0.0,0,0.0,21,2,0,1781.25,267.188,106.875,71.25,2137.502,333532,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (IN,NY) - NFY090S0B",0.0,0.0,1.14
0.0,0.0,0.0,0,0.0,54,2,0,1195.25,179.288,71.715,47.81,1434.302,335255,"Beans, Dry, Pink, 11F-8149 (0% moisture)",4.5,25.0,1.07
0.0,0.0,0.0,0,0.0,23,3,3,1702.5,367.102,146.841,97.894,2936.818,324176,"Proximates, Onion rings, frozen, ORE-IDA (CA2,NC) - NFY12069K",0.0,0.0,12.8
0.0,0.0,0.0,0,0.0,23,3,1,1611.25,276.934,110.773,73.849,2215.469,2258699,"peppers, bell, green, raw",0.0,0.0,0.0
0.0,0.0,0.0,0,0.0,59,3,4,1055.25,250.622,100.249,66.832,2004.972,330790,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, patties, broiled (CA1) ",0.0,24.9,0.0
0.0,0.0,0.0,0,0.0,23,2,0,1660.0,249.0,99.6,66.4,1992.0,2515290,"Chicken, ground, raw",0.0,0.0,8.41
0.0,0.0,0.0,0,0.0,23,4,0,1162.75,174.412,69.765,46.51,1395.298,335971,"Beans, Dry, Great Northern, 235 (0% moisture)",4.2,28.6,1.32
0.0,0.0,0.0,0,0.0,31,3,0,1711.25,256.688,102.675,68.45,2053.502,332236,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - NFY0904Z3",0.0,0.0,0.67
0.0,0.0,0.0,0,0.0,22,4,0,2088.75,313.312,125.325,83.55,2506.498,335289,"Beans, Dry, Pink, 687 (0% moisture)",4.2,21.1,1.07
0.0,0.0,0.0,0,0.0,30,3,0,1476.25,221.438,88.575,59.05,1771.502,323290,"Almonds, dry roasted, salted - NFY1213M2",10.8,0.0,0.0
0.0,0.0,0.0,0,0.0,22,2,0,1590.25,238.538,95.415,63.61,1908.302,324835,"TDF, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCC",4.8,0.0,0.0
0.0,0.0,0.0,0,0.0,23,2,0,1265.25,189.788,75.915,50.61,1518.302,335369,"Beans, Dry, Navy, 234 (0% moisture)",4.2,22.4,1.64
0.0,0.0,0.0,0,0.0,23,2,4,1803.75,428.391,171.356,114.238,3427.13,335817,"Beans, Dry, Black, 737 (0% moisture)",4.1,26.3,1.08
0.0,0.0,0.0,0,0.0,26,4,0,1756.25,263.438,105.375,70.25,2107.502,335367,"Beans, Dry, Navy, 241 (0% moisture)",4.4,26.6,1.33
0.0,0.0,0.0,0,0.0,24,4,3,1897.5,409.148,163.659,109.106,3273.182,335800,"Beans, Dry, Black, 11F-8062 (0% moisture)",4.7,24.3,1.29
0.0,0.0,0.0,0,0.0,28,4,0,1802.75,270.412,108.165,72.11,2163.298,335673,"Beans, Dry, Pinto, 390 (0% moisture)",3.9,22.3,1.17
0.0,0.0,0.0,0,0.0,30,3,0,1529.0,229.35,91.74,61.16,1834.8,2257045,"Almond milk, unsweetened, plain, refrigerated",0.0,0.65625,1.558
0.0,0.0,0.0,0,0.0,22,3,0,2156.25,323.438,129.375,86.25,2587.502,335373,"Beans, Dry, Navy, 268 (0% moisture)",4.4,23.5,1.45
0.0,0.0,0.0,0,0.0,28,3,0,1873.75,281.062,112.425,74.95,2248.498,335667,"Beans, Dry, Pinto, 414 (0% moisture)",4.2,25.0,1.4
0.0,0.0,0.0,0,0.0,27,4,0,1446.5,216.975,86.79,57.86,1735.8,335282,"Beans, Dry, Pink, 411 (0% moisture)",4.0,21.0,1.65
0.0,0.0,0.0,0,0.0,20,4,0,1705.0,255.75,102.3,68.2,2046.0,335514,"Beans, Dry, Pinto, 684 (0% moisture)",3.9,21.7,1.32
0.0,0.0,0.0,0,0.0,31,4,0,1690.0,253.5,101.4,67.6,2028.0,328068,"Proximates, Cheddar cheese, sliced, store brand, CRYSTAL FARMS & SHULLSBURG WISCONSIN (MO,NY) - NFY120DE3",0.0,0.0,33.4
0.0,0.0,0.0,0,0.0,21,2,1,1571.25,270.059,108.023,72.016,2160.472,334834,"Proximates, Beef, Boneless Top Loin steak, lean only, raw, animal 21, lowerchoice",0.0,23.9,4.4
0.0,0.0,0.0,0,0.0,44,3,0,1117.75,167.662,67.065,44.71,1341.298,335471,"Beans, Dry, Pinto, 11F-8049 (0% moisture)",4.3,24.7,1.19
0.0,0.0,0.0,0,0.0,23,2,1,1601.25,275.215,110.086,73.391,2201.723,334259,"TDF, Sweet And Sour Pork, Chinese restaurant (IN1,NY1) - NFY0903IJ",1.0,0.0,0.0
0.0,0.0,0.0,0,0.0,24,3,0,1470.25,220.538,88.215,58.81,1764.302,326524,"TDF, Mustard, yellow, FRENCHS CLASSIC (MI,OK) - NFY120I08",6.6,0.0,0.0
0.0,0.0,0.0,0,0.0,30,2,0,1286.25,192.938,77.175,51.45,1543.502,330721,"Total Fat, Ground turkey, 93% lean, 7% fat, raw (FL1)",0.0,0.0,8.2
0.0,0.0,0.0,0,0.0,21,3,0,1574.0,236.1,94.44,62.96,1888.8,326733,"Mission Figs, Dried, Region 2, n/a, Yes, Proximates  - NF",0.0,0.0,0.7
0.0,0.0,0.0,0,0.0,22,3,3,1545.0,333.141,133.256,88.838,2665.13,334815,"Proximates, Beef, Boneless Top Loin steak, lean only, raw, animal 6, upperchoice",0.0,23.5,6.32
0.0,0.0,0.0,0,0.0,30,3,0,1554.0,233.1,93.24,62.16,1864.8,335260,"Beans, Dry, Pink, 11F-8019 (0% moisture)",4.3,24.2,0.99
0.0,0.0,0.0,0,0.0,50,3,0,1315.0,197.25,78.9,52.6,1578.0,335489,"Beans, Dry, Pinto, 11F-8055 (0% moisture)",4.2,22.1,1.25
0.0,0.0,0.0,0,0.0,38,3,0,1049.0,157.35,62.94,41.96,1258.8,323461,Kale - NFY1212DW,0.0,0.0,1.45
0.0,0.0,0.0,0,0.0,27,3,0,1465.25,219.788,87.915,58.61,1758.302,329091,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, LUCERNE (CA1,CO) - NFY120DL8",0.0,0.0,21.1
0.0,0.0,0.0,0,0.0,23,3,0,1310.25,196.538,78.615,52.41,1572.302,332622,"Olives, Green Manzanilla, Lindsay - IN, NC",0.0,0.0,12.5
0.0,0.0,0.0,0,0.0,21,3,0,2192.5,328.875,131.55,87.7,2631.0,321682,"Broccoli, Pass 2, Region 1, n/a, Yes, Proximates - NFY010CUE",0.0,0.0,0.37
0.0,0.0,0.0,0,0.0,23,3,0,1605.25,240.788,96.315,64.21,1926.302,331551,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (AL1,CA1) - 14B-07-05-TotalFat",0.0,0.0,4.01
0.0,0.0,0.0,0,0.0,25,3,1,1961.25,337.09,134.836,89.891,2696.723,336065,"Beans, Dry, Great Northern, 444 (0% moisture)",4.6,23.8,1.4
0.0,0.0,0.0,0,0.0,25,3,0,1998.75,299.812,119.925,79.95,2398.498,335341,"Beans, Dry, Navy, 320 (0% moisture)",4.4,25.6,1.59
0.0,0.0,0.0,0,0.0,22,2,2,1607.5,311.453,124.581,83.054,2491.622,333416,"Proximates, Pollock, raw (MI) - NFY060DP7",0.0,0.0,0.37
0.0,0.0,0.0,0,0.0,23,4,0,1675.25,251.288,100.515,67.01,2010.302,1750347,"Mushrooms, white button",0.0,2.890625,0.3708
0.0,0.0,0.0,0,0.0,20,3,0,1286.25,192.938,77.175,51.45,1543.502,333392,"Proximates, Pollock, raw (OK) - NFY060DM7",0.0,0.0,0.41
0.0,0.0,0.0,0,0.0,21,2,0,1204.0,180.6,72.24,48.16,1444.8,335699,"Beans, Dry, Small Red, 11F-8111 (0% moisture)",4.4,22.4,1.01
0.0,0.0,0.0,0,0.0,22,2,0,1381.25,207.188,82.875,55.25,1657.502,326971,"Kiwi, Pass 2, Region 1, n/a, Yes, Proximates - NFY010BY1",0.0,0.0,0.9
0.0,0.0,0.0,0,0.0,22,3,0,2035.0,305.25,122.1,81.4,2442.0,335735,"Beans, Dry, Small Red, 685 (0% moisture)",4.2,22.9,1.39
0.0,0.0,0.0,0,0.0,27,3,0,1624.0,243.6,97.44,64.96,1948.8,325430,"Peaches, yellow, raw",1.5,0.91,0.27
0.0,0.0,0.0,0,0.0,21,2,1,1352.75,232.504,93.002,62.001,1860.033,330883,"Fat, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (AL1,CA1) - 14B-06-05-TotalFat",0.0,0.0,5.67
0.0,0.0,0.0,0,0.0,32,3,0,1743.75,261.562,104.625,69.75,2092.498,335957,"Beans, Dry, Great Northern, 11F-8068 (0% moisture)",4.6,24.0,1.13
0.0,0.0,0.0,0,0.0,21,3,0,1145.25,171.788,68.715,45.81,1374.302,336063,"Beans, Dry, Great Northern, 485 (0% moisture)",4.2,25.6,1.16
0.0,0.0,0.0,0,0.0,23,3,0,1391.25,208.688,83.475,55.65,1669.502,320383,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 10, select",0.0,23.9,1.91
0.0,0.0,0.0,0,0.0,22,2,1,1246.5,214.242,85.697,57.131,1713.935,332131,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (CO2) - NFY0904W3",0.0,0.0,1.71
0.0,0.0,0.0,0,0.0,29,2,1,1871.25,321.621,128.648,85.766,2572.97,332697,"Olives, green, stuffed with pimentos - NFY1213NV",4.2,0.0,0.0
0.0,0.0,0.0,0,0.0,61,3,0,1094.0,164.1,65.64,43.76,1312.8,334809,"Proximates, Beef, Boneless Top Loin steak, lean only, raw, animal 30, upperchoice",0.0,23.6,4.97
0.0,0.0,0.0,0,0.0,22,3,1,1976.25,339.668,135.867,90.578,2717.342,334696,"Proximates, Pupusas, Bean, flat stuffed corn biscuit (CA-LA) - NFY0901XT",0.0,0.0,10.7
0.0,0.0,0.0,0,0.0,22,2,0,1545.0,231.75,92.7,61.8,1854.0,335943,"Beans, Dry, Great Northern, 11F-8052 (0% moisture)",4.5,24.2,1.23
