age,meals_per_day,exercise_level,bmr,carbs,proteins,fats,calories
22,2,0,1565.0,234.75,93.9,62.6,1878.0
24,3,0,1325.0,198.75,79.5,53.0,1590.0
21,2,0,1441.25,216.188,86.475,57.65,1729.502
24,3,0,2056.25,308.438,123.375,82.25,2467.502
41,3,0,1665.25,249.788,99.915,66.61,1998.302
35,3,0,1321.5,198.225,79.29,52.86,1585.8
25,3,0,2060.0,309.0,123.6,82.4,2472.0
28,3,0,1395.0,209.25,83.7,55.8,1674.0
28,2,1,1207.75,207.582,83.033,55.355,1660.655
21,2,2,1122.75,217.533,87.013,58.009,1740.265
23,3,3,1161.5,250.448,100.179,66.786,2003.582
51,2,0,1334.0,200.1,80.04,53.36,1600.8
29,3,0,1650.0,247.5,99.0,66.0,1980.0
50,2,1,1435.0,246.641,98.656,65.771,1973.127
25,2,0,1254.0,188.1,75.24,50.16,1504.8
23,3,0,1595.25,239.288,95.715,63.81,1914.302
28,3,0,1294.0,194.1,77.64,51.76,1552.8
24,3,0,1371.5,205.725,82.29,54.86,1645.8
21,2,2,1325.25,256.767,102.707,68.471,2054.135
22,4,0,1476.5,221.475,88.59,59.06,1771.8
22,4,0,1629.0,244.35,97.74,65.16,1954.8
25,3,0,1324.0,198.6,79.44,52.96,1588.8
24,2,0,1638.75,245.812,98.325,65.55,1966.498
18,4,0,1736.25,260.438,104.175,69.45,2083.502
45,3,0,1100.25,165.038,66.015,44.01,1320.302
22,2,1,1546.25,265.762,106.305,70.87,2126.098
22,3,0,1513.75,227.062,90.825,60.55,1816.498
21,3,4,1805.0,428.688,171.475,114.317,3429.505
29,4,0,1920.0,288.0,115.2,76.8,2304.0
23,3,0,1315.25,197.288,78.915,52.61,1578.302
44,4,0,1195.25,179.288,71.715,47.81,1434.302
23,3,0,1760.0,264.0,105.6,70.4,2112.0
23,3,0,1154.0,173.1,69.24,46.16,1384.8
53,3,0,1302.5,195.375,78.15,52.1,1563.0
20,3,0,1346.25,201.938,80.775,53.85,1615.502
23,3,0,1550.0,232.5,93.0,62.0,1860.0
22,3,0,2070.0,310.5,124.2,82.8,2484.0
21,3,0,1600.0,240.0,96.0,64.0,1920.0
24,3,0,1865.0,279.75,111.9,74.6,2238.0
35,4,0,1630.0,244.5,97.8,65.2,1956.0
21,2,0,1588.75,238.312,95.325,63.55,1906.498
26,2,0,1598.75,239.812,95.925,63.95,1918.498
44,3,1,1087.75,186.957,74.783,49.855,1495.655
47,2,0,1302.75,195.412,78.165,52.11,1563.298
22,2,1,1289.0,221.547,88.619,59.079,1772.375
22,2,0,1800.0,270.0,108.0,72.0,2160.0
36,3,0,1027.75,154.162,61.665,41.11,1233.298
22,4,3,1626.25,350.66,140.264,93.509,2805.277
26,3,0,1535.0,230.25,92.1,61.4,1842.0
15,3,4,1420.0,337.25,134.9,89.933,2697.997
21,2,0,1781.25,267.188,106.875,71.25,2137.502
54,2,0,1195.25,179.288,71.715,47.81,1434.302
23,3,3,1702.5,367.102,146.841,97.894,2936.818
23,3,1,1611.25,276.934,110.773,73.849,2215.469
59,3,4,1055.25,250.622,100.249,66.832,2004.972
23,2,0,1660.0,249.0,99.6,66.4,1992.0
23,4,0,1162.75,174.412,69.765,46.51,1395.298
31,3,0,1711.25,256.688,102.675,68.45,2053.502
22,4,0,2088.75,313.312,125.325,83.55,2506.498
30,3,0,1476.25,221.438,88.575,59.05,1771.502
22,2,0,1590.25,238.538,95.415,63.61,1908.302
23,2,0,1265.25,189.788,75.915,50.61,1518.302
23,2,4,1803.75,428.391,171.356,114.238,3427.13
26,4,0,1756.25,263.438,105.375,70.25,2107.502
24,4,3,1897.5,409.148,163.659,109.106,3273.182
28,4,0,1802.75,270.412,108.165,72.11,2163.298
30,3,0,1529.0,229.35,91.74,61.16,1834.8
22,3,0,2156.25,323.438,129.375,86.25,2587.502
28,3,0,1873.75,281.062,112.425,74.95,2248.498
27,4,0,1446.5,216.975,86.79,57.86,1735.8
20,4,0,1705.0,255.75,102.3,68.2,2046.0
31,4,0,1690.0,253.5,101.4,67.6,2028.0
21,2,1,1571.25,270.059,108.023,72.016,2160.472
44,3,0,1117.75,167.662,67.065,44.71,1341.298
23,2,1,1601.25,275.215,110.086,73.391,2201.723
24,3,0,1470.25,220.538,88.215,58.81,1764.302
30,2,0,1286.25,192.938,77.175,51.45,1543.502
21,3,0,1574.0,236.1,94.44,62.96,1888.8
22,3,3,1545.0,333.141,133.256,88.838,2665.13
30,3,0,1554.0,233.1,93.24,62.16,1864.8
50,3,0,1315.0,197.25,78.9,52.6,1578.0
38,3,0,1049.0,157.35,62.94,41.96,1258.8
27,3,0,1465.25,219.788,87.915,58.61,1758.302
23,3,0,1310.25,196.538,78.615,52.41,1572.302
21,3,0,2192.5,328.875,131.55,87.7,2631.0
23,3,0,1605.25,240.788,96.315,64.21,1926.302
25,3,1,1961.25,337.09,134.836,89.891,2696.723
25,3,0,1998.75,299.812,119.925,79.95,2398.498
22,2,2,1607.5,311.453,124.581,83.054,2491.622
23,4,0,1675.25,251.288,100.515,67.01,2010.302
20,3,0,1286.25,192.938,77.175,51.45,1543.502
21,2,0,1204.0,180.6,72.24,48.16,1444.8
22,2,0,1381.25,207.188,82.875,55.25,1657.502
22,3,0,2035.0,305.25,122.1,81.4,2442.0
27,3,0,1624.0,243.6,97.44,64.96,1948.8
21,2,1,1352.75,232.504,93.002,62.001,1860.033
32,3,0,1743.75,261.562,104.625,69.75,2092.498
21,3,0,1145.25,171.788,68.715,45.81,1374.302
23,3,0,1391.25,208.688,83.475,55.65,1669.502
22,2,1,1246.5,214.242,85.697,57.131,1713.935
29,2,1,1871.25,321.621,128.648,85.766,2572.97
61,3,0,1094.0,164.1,65.64,43.76,1312.8
22,3,1,1976.25,339.668,135.867,90.578,2717.342
22,2,0,1545.0,231.75,92.7,61.8,1854.0
23,3,0,1451.5,217.725,87.09,58.06,1741.8
23,3,2,1792.5,347.297,138.919,92.612,2778.372
22,4,1,1565.0,268.984,107.594,71.729,2151.873
22,2,2,1390.25,269.361,107.744,71.83,2154.89
49,3,0,1631.25,244.688,97.875,65.25,1957.502
27,3,0,1135.25,170.288,68.115,45.41,1362.302
23,2,2,1464.0,283.65,113.46,75.64,2269.2
22,3,0,1356.25,203.438,81.375,54.25,1627.502
29,4,0,2033.75,305.062,122.025,81.35,2440.498
31,3,0,1928.75,289.312,115.725,77.15,2314.498
22,2,0,1510.25,226.538,90.615,60.41,1812.302
50,3,0,1176.5,176.475,70.59,47.06,1411.8
50,3,0,1120.25,168.038,67.215,44.81,1344.302
24,4,2,1369.0,265.244,106.098,70.732,2121.956
20,2,2,1400.25,271.298,108.519,72.346,2170.382
24,3,0,2116.25,317.438,126.975,84.65,2539.502
22,2,0,931.5,139.725,55.89,37.26,1117.8
40,4,0,2048.75,307.312,122.925,81.95,2458.498
23,3,1,1760.0,302.5,121.0,80.667,2420.003
27,3,0,1391.25,208.688,83.475,55.65,1669.502
35,3,0,1678.75,251.812,100.725,67.15,2014.498
27,4,0,1890.0,283.5,113.4,75.6,2268.0
22,3,0,1977.5,296.625,118.65,79.1,2373.0
25,2,4,1741.25,413.547,165.419,110.279,3308.375
47,3,0,1591.5,238.725,95.49,63.66,1909.8
26,4,2,1531.5,296.728,118.691,79.128,2373.828
24,3,0,1485.25,222.788,89.115,59.41,1782.302
23,3,1,1601.25,275.215,110.086,73.391,2201.723
28,3,0,1130.25,169.538,67.815,45.21,1356.302
22,2,0,1439.0,215.85,86.34,57.56,1726.8
29,4,0,1289.0,193.35,77.34,51.56,1546.8
28,3,0,1606.25,240.938,96.375,64.25,1927.502
40,3,0,1597.75,239.662,95.865,63.91,1917.298
22,3,0,1580.25,237.038,94.815,63.21,1896.302
20,2,0,1197.75,179.662,71.865,47.91,1437.298
20,2,1,1626.25,279.512,111.805,74.536,2236.092
22,3,2,1640.0,317.75,127.1,84.733,2541.997
22,4,4,1676.25,398.109,159.244,106.162,3184.87
47,3,0,1550.25,232.538,93.015,62.01,1860.302
27,2,1,1721.25,295.84,118.336,78.891,2366.723
24,4,2,1798.75,348.508,139.403,92.935,2788.059
27,3,0,2061.25,309.188,123.675,82.45,2473.502
18,3,1,1911.5,328.539,131.416,87.61,2628.31
31,3,0,1144.0,171.6,68.64,45.76,1372.8
24,3,0,1565.25,234.788,93.915,62.61,1878.302
19,4,0,1310.25,196.538,78.615,52.41,1572.302
28,3,0,1229.0,184.35,73.74,49.16,1474.8
29,2,0,1870.0,280.5,112.2,74.8,2244.0
25,3,2,1701.25,329.617,131.847,87.898,2636.938
20,3,0,2015.0,302.25,120.9,80.6,2418.0
51,3,0,1281.25,192.188,76.875,51.25,1537.502
48,3,0,1720.25,258.037,103.215,68.81,2064.298
24,2,2,1607.5,311.453,124.581,83.054,2491.622
36,4,0,1426.5,213.975,85.59,57.06,1711.8
23,3,1,1621.25,278.652,111.461,74.307,2229.215
30,3,0,1456.25,218.438,87.375,58.25,1747.502
40,3,0,1885.0,282.75,113.1,75.4,2262.0
22,2,0,1497.75,224.662,89.865,59.91,1797.298
30,3,0,1415.0,212.25,84.9,56.6,1698.0
17,2,0,1282.75,192.412,76.965,51.31,1539.298
26,3,0,1555.25,233.288,93.315,62.21,1866.302
30,2,0,1407.75,211.162,84.465,56.31,1689.298
45,3,0,1452.75,217.912,87.165,58.11,1743.298
22,2,0,1207.75,181.162,72.465,48.31,1449.298
41,4,0,1101.5,165.225,66.09,44.06,1321.8
29,3,0,1991.25,298.688,119.475,79.65,2389.502
22,3,0,1469.0,220.35,88.14,58.76,1762.8
23,3,3,1425.25,307.32,122.928,81.952,2458.56
33,3,0,2048.75,307.312,122.925,81.95,2458.498
19,3,0,1594.0,239.1,95.64,63.76,1912.8
27,3,0,1790.0,268.5,107.4,71.6,2148.0
49,2,1,1430.0,245.781,98.312,65.542,1966.25
25,2,0,1742.5,261.375,104.55,69.7,2091.0
16,3,4,1696.25,402.859,161.144,107.429,3222.873
43,4,0,1269.0,190.35,76.14,50.76,1522.8
24,3,0,2066.25,309.938,123.975,82.65,2479.502
22,2,0,1775.0,266.25,106.5,71.0,2130.0
22,3,0,1968.75,295.312,118.125,78.75,2362.498
23,3,4,1652.5,392.469,156.988,104.658,3139.75
23,3,0,1324.0,198.6,79.44,52.96,1588.8
25,4,0,1382.75,207.412,82.965,55.31,1659.298
23,2,0,1378.75,206.812,82.725,55.15,1654.498
39,2,1,1075.25,184.809,73.923,49.282,1478.466
56,3,0,1356.25,203.438,81.375,54.25,1627.502
24,3,0,1412.75,211.912,84.765,56.51,1695.298
42,4,0,1633.75,245.062,98.025,65.35,1960.498
25,3,1,1335.25,229.496,91.798,61.199,1835.967
35,3,0,1350.0,202.5,81.0,54.0,1620.0
22,2,4,1237.75,293.966,117.586,78.391,2351.727
55,3,0,1578.75,236.812,94.725,63.15,1894.498
22,2,0,1795.0,269.25,107.7,71.8,2154.0
25,3,0,2031.25,304.688,121.875,81.25,2437.502
20,3,0,2065.0,309.75,123.9,82.6,2478.0
23,3,2,1521.25,294.742,117.897,78.598,2357.938
25,4,0,1664.0,249.6,99.84,66.56,1996.8
19,2,1,1640.0,281.875,112.75,75.167,2255.003
23,4,0,1871.25,280.688,112.275,74.85,2245.502
21,4,4,1768.75,420.078,168.031,112.021,3360.625
20,2,0,1546.25,231.938,92.775,61.85,1855.502
23,3,0,2070.0,310.5,124.2,82.8,2484.0
25,3,0,1202.75,180.412,72.165,48.11,1443.298
48,2,0,1105.25,165.788,66.315,44.21,1326.302
27,3,0,1763.75,264.562,105.825,70.55,2116.498
33,2,1,1172.75,201.566,80.627,53.751,1612.531
35,3,0,1449.0,217.35,86.94,57.96,1738.8
23,2,0,1852.5,277.875,111.15,74.1,2223.0
22,2,0,1360.25,204.038,81.615,54.41,1632.302
23,3,0,1174.0,176.1,70.44,46.96,1408.8
24,3,1,1606.25,276.074,110.43,73.62,2208.596
21,3,0,1861.25,279.188,111.675,74.45,2233.502
21,2,0,1275.25,191.288,76.515,51.01,1530.302
23,3,1,1320.0,226.875,90.75,60.5,1815.0
41,2,1,1122.75,192.973,77.189,51.459,1543.779
40,3,0,2015.0,302.25,120.9,80.6,2418.0
21,2,2,1262.75,244.658,97.863,65.242,1957.262
34,2,0,1547.5,232.125,92.85,61.9,1857.0
21,2,1,1598.75,274.785,109.914,73.276,2198.28
20,2,0,1555.0,233.25,93.3,62.2,1866.0
50,4,0,1427.75,214.162,85.665,57.11,1713.298
22,2,0,1566.25,234.938,93.975,62.65,1879.502
24,3,0,1386.25,207.938,83.175,55.45,1663.502
47,3,0,1072.75,160.912,64.365,42.91,1287.298
33,3,0,1390.25,208.538,83.415,55.61,1668.302
22,2,0,1326.25,198.938,79.575,53.05,1591.502
26,3,0,1547.5,232.125,92.85,61.9,1857.0
22,3,1,1536.25,264.043,105.617,70.411,2112.339
22,3,1,1497.75,257.426,102.97,68.647,2059.407
25,2,0,1288.75,193.312,77.325,51.55,1546.498
49,3,0,1384.0,207.6,83.04,55.36,1660.8
21,2,0,1284.0,192.6,77.04,51.36,1540.8
22,3,0,1270.25,190.538,76.215,50.81,1524.302
22,4,0,1905.0,285.75,114.3,76.2,2286.0
26,3,1,1485.0,255.234,102.094,68.062,2041.87
33,4,0,1838.75,275.812,110.325,73.55,2206.498
44,3,0,1190.25,178.538,71.415,47.61,1428.302
22,3,0,1768.75,265.312,106.125,70.75,2122.498
25,2,0,1400.0,210.0,84.0,56.0,1680.0
55,2,0,1611.25,241.688,96.675,64.45,1933.502
30,3,0,1475.0,221.25,88.5,59.0,1770.0
25,3,0,2110.0,316.5,126.6,84.4,2532.0
23,2,3,1721.25,371.145,148.458,98.972,2969.16
20,3,0,1375.0,206.25,82.5,55.0,1650.0
21,3,0,1385.25,207.788,83.115,55.41,1662.302
30,2,1,1713.75,294.551,117.82,78.547,2356.407
40,3,0,1337.75,200.662,80.265,53.51,1605.298
56,3,0,1543.75,231.562,92.625,61.75,1852.498
31,4,3,1742.5,375.727,150.291,100.194,3005.818
31,2,0,1548.75,232.312,92.925,61.95,1858.498
25,3,0,1122.75,168.412,67.365,44.91,1347.298
19,3,0,1380.25,207.038,82.815,55.21,1656.302
26,3,0,2137.5,320.625,128.25,85.5,2565.0
26,3,0,1465.0,219.75,87.9,58.6,1758.0
45,3,1,1492.5,256.523,102.609,68.406,2052.182
22,4,3,1747.5,376.805,150.722,100.481,3014.437
25,3,0,2012.5,301.875,120.75,80.5,2415.0
23,3,0,1702.5,255.375,102.15,68.1,2043.0
25,4,3,1711.25,368.988,147.595,98.397,2951.905
23,3,0,1802.5,270.375,108.15,72.1,2163.0
20,2,0,1550.25,232.538,93.015,62.01,1860.302
22,3,0,1179.0,176.85,70.74,47.16,1414.8
27,3,0,2090.0,313.5,125.4,83.6,2508.0
25,2,4,1813.75,430.766,172.306,114.871,3446.127
22,3,0,1379.0,206.85,82.74,55.16,1654.8
29,3,0,1481.5,222.225,88.89,59.26,1777.8
23,4,0,1741.25,261.188,104.475,69.65,2089.502
22,3,0,1609.0,241.35,96.54,64.36,1930.8
25,2,2,1580.0,306.125,122.45,81.633,2448.997
46,2,1,1069.0,183.734,73.494,48.996,1469.876
28,2,0,1386.25,207.938,83.175,55.45,1663.502
24,3,0,1906.25,285.938,114.375,76.25,2287.502
30,3,0,1636.25,245.438,98.175,65.45,1963.502
25,3,0,1741.25,261.188,104.475,69.65,2089.502
52,3,0,1497.75,224.662,89.865,59.91,1797.298
23,3,0,1632.5,244.875,97.95,65.3,1959.0
22,2,0,1706.25,255.938,102.375,68.25,2047.502
24,3,0,1315.0,197.25,78.9,52.6,1578.0
27,2,0,1455.25,218.288,87.315,58.21,1746.302
28,4,0,1619.0,242.85,97.14,64.76,1942.8
22,3,0,2043.75,306.562,122.625,81.75,2452.498
25,3,0,1310.25,196.538,78.615,52.41,1572.302
26,2,0,1605.0,240.75,96.3,64.2,1926.0
60,2,0,1310.25,196.538,78.615,52.41,1572.302
30,2,0,1457.75,218.662,87.465,58.31,1749.298
25,3,0,2146.5,321.975,128.79,85.86,2575.8
29,3,0,1530.25,229.538,91.815,61.21,1836.302
38,3,0,1816.25,272.438,108.975,72.65,2179.502
23,3,0,1151.5,172.725,69.09,46.06,1381.8
23,3,0,2083.75,312.562,125.025,83.35,2500.498
41,4,0,1201.5,180.225,72.09,48.06,1441.8
29,2,0,1660.0,249.0,99.6,66.4,1992.0
20,3,0,1693.75,254.062,101.625,67.75,2032.498
23,2,0,1562.5,234.375,93.75,62.5,1875.0
21,3,0,1059.0,158.85,63.54,42.36,1270.8
19,2,0,1301.5,195.225,78.09,52.06,1561.8
20,3,0,1336.25,200.438,80.175,53.45,1603.502
31,3,0,1484.0,222.6,89.04,59.36,1780.8
22,2,1,1196.5,205.648,82.259,54.84,1645.188
24,3,1,1575.0,270.703,108.281,72.188,2165.628
39,3,0,1372.5,205.875,82.35,54.9,1647.0
36,3,0,1129.0,169.35,67.74,45.16,1354.8
24,3,0,1685.0,252.75,101.1,67.4,2022.0
23,2,0,1912.5,286.875,114.75,76.5,2295.0
27,2,0,1900.0,285.0,114.0,76.0,2280.0
23,3,0,1422.75,213.412,85.365,56.91,1707.298
23,3,2,1740.0,337.125,134.85,89.9,2697.0
23,3,0,1820.0,273.0,109.2,72.8,2184.0
22,4,1,1867.5,320.977,128.391,85.594,2567.818
22,3,0,2055.0,308.25,123.3,82.2,2466.0
22,3,4,1780.0,422.75,169.1,112.733,3381.997
18,3,0,1230.25,184.538,73.815,49.21,1476.302
26,3,0,1376.25,206.438,82.575,55.05,1651.502
27,3,0,1172.75,175.912,70.365,46.91,1407.298
38,2,0,1439.0,215.85,86.34,57.56,1726.8
29,3,0,1721.25,258.188,103.275,68.85,2065.502
23,2,4,1630.0,387.125,154.85,103.233,3096.997
20,3,0,1620.25,243.038,97.215,64.81,1944.302
23,3,0,1335.25,200.288,80.115,53.41,1602.302
18,3,0,1199.0,179.85,71.94,47.96,1438.8
43,3,0,1591.5,238.725,95.49,63.66,1909.8
21,3,0,1029.0,154.35,61.74,41.16,1234.8
26,4,0,1229.0,184.35,73.74,49.16,1474.8
22,2,1,1207.75,207.582,83.033,55.355,1660.655
22,3,0,1800.0,270.0,108.0,72.0,2160.0
27,4,0,2082.5,312.375,124.95,83.3,2499.0
24,3,2,1576.25,305.398,122.159,81.44,2443.188
23,3,0,1962.5,294.375,117.75,78.5,2355.0
23,4,1,1455.0,250.078,100.031,66.688,2000.628
21,3,1,1415.25,243.246,97.298,64.866,1945.97
21,4,0,1369.0,205.35,82.14,54.76,1642.8
24,2,1,1705.0,293.047,117.219,78.146,2344.378
23,3,0,1488.75,223.312,89.325,59.55,1786.498
36,3,0,1706.25,255.938,102.375,68.25,2047.502
40,2,1,1137.75,195.551,78.22,52.147,1564.407
21,3,4,1570.0,372.875,149.15,99.433,2982.997
21,2,0,1260.25,189.038,75.615,50.41,1512.302
23,4,0,2051.25,307.688,123.075,82.05,2461.502
21,3,0,1246.5,186.975,74.79,49.86,1495.8
33,3,0,1094.0,164.1,65.64,43.76,1312.8
40,3,0,1037.75,155.662,62.265,41.51,1245.298
21,3,1,1571.25,270.059,108.023,72.016,2160.472
20,3,4,1380.25,327.809,131.124,87.416,2622.476
20,4,4,1636.25,388.609,155.444,103.629,3108.873
23,2,0,1322.75,198.412,79.365,52.91,1587.298
25,3,0,1941.25,291.188,116.475,77.65,2329.502
30,3,0,1359.0,203.85,81.54,54.36,1630.8
24,3,1,1246.5,214.242,85.697,57.131,1713.935
26,3,0,1169.0,175.35,70.14,46.76,1402.8
58,3,0,1246.25,186.938,74.775,49.85,1495.502
22,3,1,1329.0,228.422,91.369,60.912,1827.372
38,3,0,1070.25,160.538,64.215,42.81,1284.302
25,3,0,1132.75,169.912,67.965,45.31,1359.298
22,4,0,1943.75,291.562,116.625,77.75,2332.498
27,2,1,1731.25,297.559,119.023,79.349,2380.469
25,3,0,1625.25,243.788,97.515,65.01,1950.302
22,3,0,1313.75,197.062,78.825,52.55,1576.498
47,2,0,1995.0,299.25,119.7,79.8,2394.0
25,3,0,1654.0,248.1,99.24,66.16,1984.8
28,3,0,1455.25,218.288,87.315,58.21,1746.302
22,3,0,1993.75,299.062,119.625,79.75,2392.498
22,2,0,1490.25,223.538,89.415,59.61,1788.302
28,3,0,2178.75,326.812,130.725,87.15,2614.498
22,3,0,1460.25,219.038,87.615,58.41,1752.302
22,2,4,1410.25,334.934,133.974,89.316,2679.476
22,2,1,1796.25,308.73,123.492,82.328,2469.84
50,3,0,1350.25,202.538,81.015,54.01,1620.302
47,3,0,1265.25,189.788,75.915,50.61,1518.302
23,3,0,1411.25,211.688,84.675,56.45,1693.502
25,3,1,1751.25,300.996,120.398,80.266,2407.97
32,2,1,1089.0,187.172,74.869,49.912,1497.372
22,3,0,1567.75,235.162,94.065,62.71,1881.298
24,2,1,1848.75,317.754,127.102,84.734,2542.03
43,2,1,999.0,171.703,68.681,45.787,1373.619
39,2,0,1444.0,216.6,86.64,57.76,1732.8
23,3,3,1883.75,406.184,162.473,108.316,3249.472
20,3,0,1455.0,218.25,87.3,58.2,1746.0
26,3,0,1875.0,281.25,112.5,75.0,2250.0
30,2,0,1673.75,251.062,100.425,66.95,2008.498
21,2,1,1405.25,241.527,96.611,64.407,1932.215
27,4,0,1962.5,294.375,117.75,78.5,2355.0
22,3,0,1199.0,179.85,71.94,47.96,1438.8
30,3,0,1897.5,284.625,113.85,75.9,2277.0
28,3,1,1775.0,305.078,122.031,81.354,2440.622
26,3,0,1575.0,236.25,94.5,63.0,1890.0
23,4,2,1571.25,304.43,121.772,81.181,2435.437
24,3,0,1337.75,200.662,80.265,53.51,1605.298
32,3,0,1506.5,225.975,90.39,60.26,1807.8
25,2,0,1502.75,225.412,90.165,60.11,1803.298
29,3,0,1800.0,270.0,108.0,72.0,2160.0
21,2,0,1351.5,202.725,81.09,54.06,1621.8
23,2,0,1590.0,238.5,95.4,63.6,1908.0
25,3,1,1842.5,316.68,126.672,84.448,2533.44
25,3,0,1550.25,232.538,93.015,62.01,1860.302
27,3,0,1432.75,214.912,85.965,57.31,1719.298
24,3,0,2076.25,311.438,124.575,83.05,2491.502
22,4,1,1958.75,336.66,134.664,89.776,2693.28
25,3,2,1474.0,285.588,114.235,76.157,2284.705
35,3,0,1392.5,208.875,83.55,55.7,1671.0
19,2,2,1415.25,274.205,109.682,73.121,2193.637
21,4,0,1702.5,255.375,102.15,68.1,2043.0
28,3,0,1535.25,230.288,92.115,61.41,1842.302
43,2,1,1292.75,222.191,88.877,59.251,1777.531
18,3,1,1237.75,212.738,85.095,56.73,1701.902
26,3,0,1447.5,217.125,86.85,57.9,1737.0
32,4,1,1630.25,280.199,112.08,74.72,2241.596
21,3,4,1713.75,407.016,162.806,108.538,3256.13
24,3,0,1975.0,296.25,118.5,79.0,2370.0
25,3,2,1572.75,304.72,121.888,81.259,2437.763
22,4,0,1359.0,203.85,81.54,54.36,1630.8
22,2,1,1110.25,190.824,76.33,50.886,1526.59
25,3,0,1881.25,282.188,112.875,75.25,2257.502
21,3,0,1868.75,280.312,112.125,74.75,2242.498
22,3,2,1575.0,305.156,122.062,81.375,2441.247
32,3,0,1107.75,166.162,66.465,44.31,1329.298
20,4,0,1257.75,188.662,75.465,50.31,1509.298
24,2,0,1737.5,260.625,104.25,69.5,2085.0
46,3,4,1230.25,292.184,116.874,77.916,2337.476
28,3,0,1575.25,236.288,94.515,63.01,1890.302
22,4,1,1127.75,193.832,77.533,51.689,1550.661
25,3,0,1888.75,283.312,113.325,75.55,2266.498
33,3,0,1678.75,251.812,100.725,67.15,2014.498
37,3,0,1941.25,291.188,116.475,77.65,2329.502
23,3,2,1783.75,345.602,138.241,92.16,2764.812
30,3,0,1693.75,254.062,101.625,67.75,2032.498
43,3,0,1564.0,234.6,93.84,62.56,1876.8
22,3,0,1556.25,233.438,93.375,62.25,1867.502
23,3,3,1681.25,362.52,145.008,96.672,2900.16
22,2,0,1435.0,215.25,86.1,57.4,1722.0
24,3,0,1746.25,261.938,104.775,69.85,2095.502
27,4,0,1982.5,297.375,118.95,79.3,2379.0
46,3,0,1823.75,273.562,109.425,72.95,2188.498
22,4,0,1846.25,276.938,110.775,73.85,2215.502
30,3,0,1405.0,210.75,84.3,56.2,1686.0
21,3,0,1370.0,205.5,82.2,54.8,1644.0
23,2,2,1610.0,311.938,124.775,83.183,2495.499
23,3,0,2068.75,310.312,124.125,82.75,2482.498
23,2,0,1205.25,180.788,72.315,48.21,1446.302
29,3,0,1930.0,289.5,115.8,77.2,2316.0
35,3,0,1014.0,152.1,60.84,40.56,1216.8
42,2,0,1493.75,224.062,89.625,59.75,1792.498
26,3,1,1320.25,226.918,90.767,60.511,1815.339
26,3,0,1975.0,296.25,118.5,79.0,2370.0
36,3,0,1119.0,167.85,67.14,44.76,1342.8
29,3,0,1480.25,222.038,88.815,59.21,1776.302
31,2,0,1382.75,207.412,82.965,55.31,1659.298
21,2,0,1272.5,190.875,76.35,50.9,1527.0
21,3,0,1320.0,198.0,79.2,52.8,1584.0
31,3,0,1410.0,211.5,84.6,56.4,1692.0
22,3,0,2045.0,306.75,122.7,81.8,2454.0
21,3,0,1731.25,259.688,103.875,69.25,2077.502
33,2,0,1348.75,202.312,80.925,53.95,1618.498
23,3,2,1671.25,323.805,129.522,86.348,2590.44
22,3,0,1995.0,299.25,119.7,79.8,2394.0
24,4,1,1579.0,271.391,108.556,72.371,2171.127
23,3,0,1348.75,202.312,80.925,53.95,1618.498
22,3,0,2046.25,306.938,122.775,81.85,2455.502
22,2,0,1583.75,237.562,95.025,63.35,1900.498
24,2,0,1369.0,205.35,82.14,54.76,1642.8
20,3,0,2126.25,318.938,127.575,85.05,2551.502
38,3,0,1249.0,187.35,74.94,49.96,1498.8
25,3,0,1311.25,196.688,78.675,52.45,1573.502
22,2,1,1625.0,279.297,111.719,74.479,2234.375
15,2,2,2023.75,392.102,156.841,104.56,3136.812
23,3,2,1862.5,360.859,144.344,96.229,2886.873
22,3,0,1487.5,223.125,89.25,59.5,1785.0
32,3,0,1077.75,161.662,64.665,43.11,1293.298
26,3,0,1887.5,283.125,113.25,75.5,2265.0
23,4,0,1346.5,201.975,80.79,53.86,1615.8
22,3,0,1623.75,243.562,97.425,64.95,1948.498
24,3,0,2103.75,315.562,126.225,84.15,2524.498
23,4,4,1651.25,392.172,156.869,104.579,3137.375
28,2,0,1435.0,215.25,86.1,57.4,1722.0
22,2,0,1417.75,212.662,85.065,56.71,1701.298
21,2,0,1175.25,176.288,70.515,47.01,1410.302
31,4,0,1688.75,253.312,101.325,67.55,2026.498
22,2,0,1280.25,192.038,76.815,51.21,1536.302
40,3,0,1070.25,160.538,64.215,42.81,1284.302
27,4,1,2076.25,356.855,142.742,95.161,2854.837
22,3,3,1577.5,340.148,136.059,90.706,2721.182
23,3,0,1741.25,261.188,104.475,69.65,2089.502
23,2,4,1184.0,281.2,112.48,74.987,2249.603
23,4,4,1755.0,416.812,166.725,111.15,3334.498
23,3,0,1115.25,167.288,66.915,44.61,1338.302
21,3,0,1234.0,185.1,74.04,49.36,1480.8
23,3,1,1551.25,266.621,106.648,71.099,2132.967
22,4,3,1738.75,374.918,149.967,99.978,2999.342
26,4,1,2340.0,402.188,160.875,107.25,3217.502
23,3,1,1741.25,299.277,119.711,79.807,2394.215
24,3,0,1366.25,204.938,81.975,54.65,1639.502
39,4,0,1660.0,249.0,99.6,66.4,1992.0
29,3,0,1713.75,257.062,102.825,68.55,2056.498
56,4,0,1216.5,182.475,72.99,48.66,1459.8
23,2,0,1851.25,277.688,111.075,74.05,2221.502
26,3,0,1867.5,280.125,112.05,74.7,2241.0
28,2,1,1287.75,221.332,88.533,59.022,1770.658
